,BasisOfRec,Binomial,CatalogNo,Citation,CollectID,Compiler,Data_sens,Dec_Lat,Dec_Long,Dist_comm,Event_Year,Origin,Presence,Seasonal,Sens_comm,SpatialRef,YrCompiled,recordedBy
1705,PRESERVED_SPECIMEN,Isertia scorpioides,3733621,GBIF,345,Manuel Vargas,,9.2197,-82.75,Isla Popa. Comunidad de Popa 2 (Sandubidi). A orillas del camino en terrenos detras del colegio de la comunidad.,2011.0,1,1,1,,WGS84,2020,"J. Carrión, C. Galdames, Stapf, S.A. & E. Brown"
9025,PRESERVED_SPECIMEN,Isertia scorpioides,526406,GBIF,"Kirkbride, Jr. 316",Manuel Vargas,,9.26666,-80.01666,Atlantic side of the Isthums on road to Pina.,1967.0,1,1,1,,WGS84,2020,"Joseph H. Kirkbride, Jr.|Mary V. Hayden"
9578,PRESERVED_SPECIMEN,Isertia scorpioides,508630,GBIF,Grayum 4030,Manuel Vargas,,8.7,-83.516667,Rincón de Osa; along ridge between Quebrada Aparicio and Quebrada Aguabuena.,1984.0,1,1,1,,WGS84,2020,Michael H. Grayum|Gerardo Herrera Ch.|George E. Schatz|Felipe Chavarría D.
11211,PRESERVED_SPECIMEN,Isertia scorpioides,2733604,GBIF,Haber 11345,Manuel Vargas,,9.2625,-83.875,"Playa Dominical, Pacific coast SW of San Isidro de El General on Hwy 22, Hacienda Barú, 1 km NW townof Dominical.",1992.0,1,1,1,,WGS84,2020,William A. Haber|Willow Zuchowski|Jim Zook
12443,PRESERVED_SPECIMEN,Isertia scorpioides,2304337,GBIF,Hammel 4505,Manuel Vargas,,9.070833,-80.5625,"Coclé del Norte, in forest east of town.",1978.0,1,1,1,,WGS84,2020,Barry E. Hammel
12459,PRESERVED_SPECIMEN,Isertia scorpioides,2301907,GBIF,Luteyn 1309,Manuel Vargas,,9.266667,-80.016667,"Along road between Pin|4a and Gatún, Canal Zone. Atlantic tierra caliente",1970.0,1,1,1,,WGS84,2020,James L. Luteyn
17228,PRESERVED_SPECIMEN,Isertia scorpioides,4333273,GBIF,,Manuel Vargas,,9.118892,-83.706387,"Bahia Ballena, Osa.",2010.0,1,1,1,,WGS84,2020,Daniel Santamaría; Laura Lagomarsino
17229,PRESERVED_SPECIMEN,Isertia scorpioides,4333274,GBIF,,Manuel Vargas,,9.118892,-83.706387,"Bahia Ballena, Osa.",2010.0,1,1,1,,WGS84,2020,Daniel Santamaría; Laura Lagomarsino
17230,PRESERVED_SPECIMEN,Isertia scorpioides,4333272,GBIF,,Manuel Vargas,,9.118892,-83.706387,"Bahia Ballena, Osa.",2010.0,1,1,1,,WGS84,2020,Daniel Santamaría; Laura Lagomarsino
17236,PRESERVED_SPECIMEN,Isertia scorpioides,4329300,GBIF,,Manuel Vargas,,9.481944,-84.043611,"Ca 2.5 km NE de Londres, camino a San Isidro de Dota.",2012.0,1,1,1,,WGS84,2020,Barry Hammel; Helen Kennedy
17237,PRESERVED_SPECIMEN,Isertia scorpioides,4329302,GBIF,,Manuel Vargas,,9.481944,-84.043611,"Ca 2.5 km NE de Londres, camino a San Isidro de Dota.",2012.0,1,1,1,,WGS84,2020,Barry Hammel; Helen Kennedy
17239,PRESERVED_SPECIMEN,Isertia scorpioides,4329299,GBIF,,Manuel Vargas,,9.481944,-84.043611,"Ca 2.5 km NE de Londres, camino a San Isidro de Dota.",2012.0,1,1,1,,WGS84,2020,Barry Hammel; Helen Kennedy
17240,PRESERVED_SPECIMEN,Isertia scorpioides,4329301,GBIF,,Manuel Vargas,,9.481944,-84.043611,"Ca 2.5 km NE de Londres, camino a San Isidro de Dota.",2012.0,1,1,1,,WGS84,2020,Barry Hammel; Helen Kennedy
24335,PRESERVED_SPECIMEN,Isertia scorpioides,V0069571F,GBIF,316,Manuel Vargas,,8.5714,-79.9106,,1967.0,1,1,1,,WGS84,2020,"J. H. Kirkbride, Jr. & Sister M. V. Hayden"
24395,PRESERVED_SPECIMEN,Isertia scorpioides,,GBIF,5141,Manuel Vargas,,9.1667,-80.0,,1947.0,1,1,1,,WGS84,2020,P. H. Allen
24778,PRESERVED_SPECIMEN,Isertia scorpioides,V0069572F,GBIF,316,Manuel Vargas,,8.5714,-79.9106,,1967.0,1,1,1,,WGS84,2020,"J. H. Kirkbride, Jr. & Sister M. V. Hayden"
