,BasisOfRec,Binomial,CatalogNo,Citation,CollectID,Compiler,Data_sens,Dec_Lat,Dec_Long,Dist_comm,Event_Year,Origin,Presence,Seasonal,Sens_comm,SpatialRef,YrCompiled,recordedBy
6441,PRESERVED_SPECIMEN,Eugenia verruculata,K001002016,GBIF,9613,Manuel Vargas,,10.3,-84.8,"Puntarenas: Canton de Puntarenas, Monteverde, Bullpen on John Campbell farm",1989.0,1,1,1,,WGS84,2020,"Atwood, J.; Haber, W."
7856,PRESERVED_SPECIMEN,Eugenia verruculata,892630,GBIF,Haber 10988,Manuel Vargas,,10.3,-84.8,"Cordillera de Tilarán. Monteverde, upper community on farms of Wolf Guindon & John Campbell, Pacific slope.",1992.0,1,1,1,,WGS84,2020,William A. Haber|Willow Zuchowski|Jason R. Grant
7888,PRESERVED_SPECIMEN,Eugenia verruculata,891643,GBIF,Haber 10610,Manuel Vargas,,10.3,-84.8,"Cordillera de Tilarán. Monteverde, upper community near Reserve, Pacific slope wet forest, Bullpen",1991.0,1,1,1,,WGS84,2020,William A. Haber
7933,PRESERVED_SPECIMEN,Eugenia verruculata,889171,GBIF,Fernández Zúñiga 430,Manuel Vargas,,10.27,-84.79,Cordillera de Tilarán. San Luis. Camino a Veracruz. Monteverde.,1992.0,1,1,1,,WGS84,2020,Álvaro Fernández
10393,PRESERVED_SPECIMEN,Eugenia verruculata,310843,GBIF,Haber 9833,Manuel Vargas,,10.3,-84.8,"Monteverde, Pacific slope, upper community, lower montane wet forest.",1990.0,1,1,1,,WGS84,2020,William A. Haber
10395,PRESERVED_SPECIMEN,Eugenia verruculata,310837,GBIF,Haber 9613,Manuel Vargas,,10.3,-84.8,"Cantón de Puntarenas Monteverde, Bullpen on John Campbell farm.  Monteverde, Bullpen on John Campbell farm.     10.18N 84.48W      1500 m 15 December 1989 William Haber & John Atwood",1989.0,1,1,1,,WGS84,2020,William A. Haber|John T. Atwood
10430,PRESERVED_SPECIMEN,Eugenia verruculata,309021,GBIF,Bello Carranza 1798,Manuel Vargas,,10.25,-84.8,"Cantón de Puntarenas Guacimal, Altos de Río Veracruz. Finca Brenes.",1990.0,1,1,1,,WGS84,2020,Erick Bello C.
10859,PRESERVED_SPECIMEN,Eugenia verruculata,2863643,GBIF,Dryer 1353,Manuel Vargas,,10.3,-84.8,"Reserva Monteverde, Cordillera de Tilarán, En faja de bosque perturbado",1977.0,1,1,1,,WGS84,2020,Valerie J. Dryer
10906,PRESERVED_SPECIMEN,Eugenia verruculata,2862864,GBIF,Haber 292,Manuel Vargas,,10.309439999999999,-84.80416,"Monteverde, upper community",1979.0,1,1,1,,WGS84,2020,William A. Haber
15601,PRESERVED_SPECIMEN,Eugenia verruculata,100878532,GBIF,Haber 12342,Manuel Vargas,,10.3,-84.8,"No protegida. Cuencas del Lagarto y Guacimal. Monterverde Preserve, near entry.",1998.0,1,1,1,,WGS84,2020,William A. Haber
17779,PRESERVED_SPECIMEN,Eugenia verruculata,4230347,GBIF,,Manuel Vargas,,10.3,-84.80001,"Monteverde community, Eston Rockwell farm on ridge above Rio Guacimal. Pacific slope moist forest.",1998.0,1,1,1,,WGS84,2020,William Haber
17780,PRESERVED_SPECIMEN,Eugenia verruculata,4230345,GBIF,,Manuel Vargas,,10.3,-84.80001,"Monteverde community, Eston Rockwell farm on ridge above Rio Guacimal. Pacific slope moist forest.",1998.0,1,1,1,,WGS84,2020,William Haber
17781,PRESERVED_SPECIMEN,Eugenia verruculata,4230350,GBIF,,Manuel Vargas,,10.3,-84.80001,"Monteverde community, Eston Rockwell farm on ridge above Rio Guacimal. Pacific slope moist forest.",1998.0,1,1,1,,WGS84,2020,William Haber
17782,PRESERVED_SPECIMEN,Eugenia verruculata,4230346,GBIF,,Manuel Vargas,,10.3,-84.80001,"Monteverde community, Eston Rockwell farm on ridge above Rio Guacimal. Pacific slope moist forest.",1998.0,1,1,1,,WGS84,2020,William Haber
17783,PRESERVED_SPECIMEN,Eugenia verruculata,4230348,GBIF,,Manuel Vargas,,10.3,-84.80001,"Monteverde community, Eston Rockwell farm on ridge above Rio Guacimal. Pacific slope moist forest.",1998.0,1,1,1,,WGS84,2020,William Haber
17784,PRESERVED_SPECIMEN,Eugenia verruculata,4230349,GBIF,,Manuel Vargas,,10.3,-84.80001,"Monteverde community, Eston Rockwell farm on ridge above Rio Guacimal. Pacific slope moist forest.",1998.0,1,1,1,,WGS84,2020,William Haber
17785,PRESERVED_SPECIMEN,Eugenia verruculata,4230351,GBIF,,Manuel Vargas,,10.3,-84.80001,"Monteverde community, Eston Rockwell farm on ridge above Rio Guacimal. Pacific slope moist forest.",1998.0,1,1,1,,WGS84,2020,William Haber
17786,PRESERVED_SPECIMEN,Eugenia verruculata,4230344,GBIF,,Manuel Vargas,,10.3,-84.80001,"Monteverde community, Eston Rockwell farm on ridge above Rio Guacimal. Pacific slope moist forest.",1998.0,1,1,1,,WGS84,2020,William Haber
22490,PRESERVED_SPECIMEN,Eugenia verruculata,1583095,GBIF,,Manuel Vargas,,10.3,-84.80000600000001,"Monteverde, upper community near Reserve, Pacific slope wet forest, Bullpen",1991.0,1,1,1,,WGS84,2020,William Haber
22957,PRESERVED_SPECIMEN,Eugenia verruculata,1596595,GBIF,,Manuel Vargas,,10.3,-84.80000600000001,"Monteverde, Pacific slope, upper community, lower montane wet forest.",1990.0,1,1,1,,WGS84,2020,William Haber
22962,PRESERVED_SPECIMEN,Eugenia verruculata,1596589,GBIF,,Manuel Vargas,,10.3,-84.800005,"Monteverde, upper community on farms of Wolf Guindon & John Campbell, Pacific slope.",1992.0,1,1,1,,WGS84,2020,William Haber
23054,PRESERVED_SPECIMEN,Eugenia verruculata,1587559,GBIF,,Manuel Vargas,,10.3,-84.80000600000001,"Monteverde, Bullpen on John Campbell farm.",1989.0,1,1,1,,WGS84,2020,William Haber
23567,PRESERVED_SPECIMEN,Eugenia verruculata,1562679,GBIF,,Manuel Vargas,,10.25,-84.8,"Guacimal, Altos de Rio Veracruz. Finca Brenes.",1990.0,1,1,1,,WGS84,2020,Erick Bello
25140,PRESERVED_SPECIMEN,Eugenia verruculata,V0065024F,GBIF,9833,Manuel Vargas,,10.0114,-83.9519,,1990.0,1,1,1,,WGS84,2020,W. A. Haber
28612,PRESERVED_SPECIMEN,Eugenia verruculata,194771,GBIF,,Manuel Vargas,,10.27,-84.79,San Luis. Monteverde. Camino a Veracruz.,1992.0,1,1,1,,WGS84,2020,"Fernández, Alvaro"
28635,PRESERVED_SPECIMEN,Eugenia verruculata,168149,GBIF,,Manuel Vargas,,10.25,-84.8,"Guacimal, Altos de Río Veracruz. Finca Brenes.",1990.0,1,1,1,,WGS84,2020,"Bello, Erick"
